function_id,function_name,sr_content,sr_index,outcome,met_constrains,explanation,status,api_response
8314,ext_alps_add_clienthello_impl,The OpenPGP certificate type [RFC6091] MUST NOT be used with TLS 1.3.,197,Does Not Match,[],"The provided code function does not implement any logic that addresses the RFC6091 requirement stating that the OpenPGP certificate type MUST NOT be used with TLS 1.3. The function’s logic is solely focused on managing the ALPS extension under TLS 1.3 conditions and is not related to certificate type restrictions as specified in the RFC. Therefore, no spec constraints (such as a condition or action regarding OpenPGP certificate type with TLS 1.3) are visibly addressed in this function body.",success,
8314,ext_alps_add_clienthello_impl,"In particular, it MUST NOT negotiate TLS 1.3.",14,Does Not Match,[],"The RFC specification explicitly states that the implementation MUST NOT negotiate TLS 1.3. However, the code function makes a decision based on the TLS version by proceeding to add the ALPS extension only if hs->max_version is at least TLS1_3_VERSION (as indicated by the comment 'ALPS requires TLS 1.3'). This means that if TLS 1.3 is available, the function will include ALPS, which contradicts the RFC requirement. Since no logic in the function prevents negotiating TLS 1.3, the function does not meet the specified constraint.",success,
8317,ext_alps_parse_serverhello_impl,The OpenPGP certificate type [RFC6091] MUST NOT be used with TLS 1.3.,197,Does Not Match,[],"The provided RFC specification states that the OpenPGP certificate type MUST NOT be used with TLS 1.3. However, the code function (ext_alps_parse_serverhello_impl) is dedicated to parsing the ALPS (Application-Layer Protocol Settings) extension and explicitly requires TLS 1.3 (as seen in the version check 'if (ssl_protocol_version(ssl) < TLS1_3_VERSION)') for its operation. There is no logic in the function that checks for or prohibits the use of the OpenPGP certificate type. Therefore, none of the spec constraints (e.g., C1, A1) regarding the OpenPGP certificate type are visibly addressed by this function.",success,
8317,ext_alps_parse_serverhello_impl,"The security of SSL 3.0 [RFC6101] is considered insufficient for the reasons enumerated in [RFC7568], and it MUST NOT be negotiated for any reason.",391,Fully Matches,"[{'C1': {'code': 'if (ssl_protocol_version(ssl) < TLS1_3_VERSION) {\n    *out_alert = SSL_AD_UNSUPPORTED_EXTENSION;\n    OPENSSL_PUT_ERROR(SSL, SSL_R_UNEXPECTED_EXTENSION);\n    return false;\n}', 'explanation': 'This code snippet enforces that the protocol version must be at least TLS1.3. Since SSL 3.0 (and any protocol version lower than TLS1.3) would fail this check, it prevents negotiating SSL 3.0, thereby fulfilling the RFC requirement that SSL 3.0 MUST NOT be negotiated.'}}]","The provided function implements a check to ensure that ALPS is only used with TLS 1.3 by verifying the protocol version. Because SSL 3.0 is less than TLS1_3_VERSION, the function responds with an alert and aborts processing if a lower version is detected. This directly addresses the RFC's restriction on negotiating SSL 3.0, and the logic is contained entirely within the function, meaning it fully meets the intended constraint.",success,
8323,ssl_negotiate_alps,The OpenPGP certificate type [RFC6091] MUST NOT be used with TLS 1.3.,197,Does Not Match,[],"The provided function ssl_negotiate_alps handles the negotiation of ALPS over TLS 1.3 by inspecting ALPN-selected values and processing application settings extensions, but it does not address the specific RFC6091 requirement that the OpenPGP certificate type MUST NOT be used with TLS 1.3. There is no logic in this function that checks for or prohibits the use of OpenPGP certificates in TLS 1.3 sessions. Therefore, none of the labeled conditions or actions related to the OpenPGP certificate type are implemented within this function.",success,
8323,ssl_negotiate_alps,"The security of SSL 2.0 [SSL2] is considered insufficient for the reasons enumerated in [RFC6176], and it MUST NOT be negotiated for any reason.",392,Does Not Match,[],"The provided code function focuses on negotiating Application Layer Protocol Settings (ALPS) over TLS 1.3 when ALPN is negotiated. It does not contain any logic addressing the RFC specification concerning SSL 2.0—that it is considered insecure and must not be negotiated. None of the labeled conditions/actions from the spec (e.g., checking or rejecting SSL2 negotiation) are implemented in this function; thus, it does not match the RFC requirement.",success,
8323,ssl_negotiate_alps,Implementations MUST NOT offer or negotiate RC4 cipher suites for any version of TLS for any reason.,389,Does Not Match,[],"The RFC specification requires that implementations MUST NOT offer or negotiate RC4 cipher suites for any version of TLS. However, the provided function 'ssl_negotiate_alps' is exclusively concerned with negotiating ALPS (Application-Layer Protocol Settings) in the context of ALPN (Application-Layer Protocol Negotiation) and TLS 1.3. There is no logic in this function that references or checks for RC4 cipher suites. Therefore, this function does not address the specified constraint regarding RC4, and as a result, it does not match the RFC requirement.",success,
8323,ssl_negotiate_alps,"If not, then it MUST abort the handshake with a ""decode_error"" alert.",27,Partially Matches,"[{'A1': {'code': 'if (!CBS_get_u16_length_prefixed(&alps_contents, &alps_list) ||  \n        CBS_len(&alps_contents) != 0 ||                              \n        CBS_len(&alps_list) == 0) {\n      OPENSSL_PUT_ERROR(SSL, SSL_R_DECODE_ERROR);\n      *out_alert = SSL_AD_DECODE_ERROR;\n      return false;\n    }', 'explanation': ""This segment aborts the handshake by setting the decode_error alert when the ALPS list is not correctly parsed, fulfilling the RFC requirement to abort with a 'decode_error' alert upon malformed extension data.""}}, {'A1': {'code': 'if (!CBS_get_u8_length_prefixed(&alps_list, &protocol_name) ||\n      CBS_len(&protocol_name) == 0) {\n    OPENSSL_PUT_ERROR(SSL, SSL_R_DECODE_ERROR);\n    *out_alert = SSL_AD_DECODE_ERROR;\n    return false;\n  }', 'explanation': 'This part aborts the handshake if any protocol name entry in the ALPS list is malformed (missing or empty), again triggering the decode_error alert as required by the RFC.'}}]","The function attempts to implement part of the RFC requirement by verifying the integrity of the ALPS extension and aborting the handshake with a 'decode_error' alert when the ALPS data is malformed. Specifically, it checks that the ALPS list is properly length-prefixed and that protocol names are non-empty. However, while these checks address error cases (i.e. the 'if not' situation), other aspects of the RFC—such as handling case-insensitive protocol comparisons or enforcing a handshake abort when the negotiated ALPS does not contain the client‐indicated protocol—are not fully handled within this function. Therefore, the implementation within this function only partially matches the full RFC specification.",success,
8323,ssl_negotiate_alps,"Peers which receive a message which cannot be parsed according to the syntax (e.g., have a length extending beyond the message boundary or contain an out-of-range length) MUST terminate the connection with a ""decode_error"" alert",311,Fully Matches,"[{'C1': {'code': 'if (!CBS_get_u16_length_prefixed(&alps_contents, &alps_list) ||\n    CBS_len(&alps_contents) != 0 ||\n    CBS_len(&alps_list) == 0) {\n  OPENSSL_PUT_ERROR(SSL, SSL_R_DECODE_ERROR);\n  *out_alert = SSL_AD_DECODE_ERROR;\n  return false;\n}\n\nwhile (CBS_len(&alps_list) > 0) {\n  CBS protocol_name;\n  if (!CBS_get_u8_length_prefixed(&alps_list, &protocol_name) ||\n      CBS_len(&protocol_name) == 0) {\n    OPENSSL_PUT_ERROR(SSL, SSL_R_DECODE_ERROR);\n    *out_alert = SSL_AD_DECODE_ERROR;\n    return false;\n  }\n  // ... additional processing ...\n}', 'explanation': 'The function validates the ALPS extension by checking that its length-prefixed fields are correctly formed, and if any parse error is detected (e.g., extra data remains or an empty protocol name is encountered), it triggers a decode_error alert and terminates processing, which matches the RFC requirement.'}}]","The provided function explicitly parses the ALPS extension within the TLS ClientHello message. It checks for parsing errors by verifying length-prefixed structures and ensuring protocol names are not empty. Upon detecting any such error, it calls OPENSSL_PUT_ERROR, sets the alert to SSL_AD_DECODE_ERROR, and returns false, thereby implementing the spec constraint that requires terminating the connection with a decode_error alert when a message cannot be parsed correctly.",success,
8324,ssl_setup_extension_permutation,"Implementations MUST NOT use the Truncated HMAC extension, defined in Section 7 of [RFC6066], as it is not applicable to AEAD algorithms and has been shown to be insecure in some scenarios.",399,Does Not Match,[],"The provided function ssl_setup_extension_permutation only implements a permutation of TLS extensions and does not contain any logic related to the Truncated HMAC extension. The RFC specification requires that implementations MUST NOT use the Truncated HMAC extension; however, there is no code in this function that addresses, prohibits, or otherwise refers to the Truncated HMAC extension. Therefore, this function does not visibly address any part of the RFC constraint.",success,
8327,ssl_add_clienthello_tlsext_inner,"The ""pre_shared_key"" extension MUST be the last extension in the ClientHello (this facilitates implementation as described below)",172,Fully Matches,"[{'C1': {'code': 'const size_t len_before = CBB_len(&extensions);\nif (!ext_pre_shared_key_add_clienthello(hs, &extensions, out_needs_psk_binder, ssl_client_hello_inner) ||\n    !CBB_add_bytes(&extensions_encoded, CBB_data(&extensions) + len_before, CBB_len(&extensions) - len_before) ||\n    !CBB_flush(out) ||\n    !CBB_flush(out_encoded)) {\n  return false;\n}', 'explanation': 'The code explicitly adds the pre_shared_key (PSK) extension as the final extension by calling ext_pre_shared_key_add_clienthello after all other extensions have been processed. This enforces the requirement from the RFC that the pre_shared_key extension MUST be the last extension in the ClientHello.'}}]","The function_body processes multiple extensions and ensures that the PSK extension is added last. The code segment starting at 'const size_t len_before = CBB_len(&extensions);' demonstrates that after all other extensions, the pre_shared_key extension is appended. This directly fulfills the specified RFC requirement.",success,
8327,ssl_add_clienthello_tlsext_inner,"A client MUST NOT include the ""early_data"" extension in its followup ClientHello.",148,Does Not Match,[],"The provided RFC specification requires that a client MUST NOT include the 'early_data' extension in its followup ClientHello. Upon reviewing the function_body, there is no logic that checks for, excludes, or prevents the inclusion of an early_data extension. The function assembles the ClientHelloInner message by adding GREASE extensions, iterating through extensions via callbacks, and handling the PSK extension, but it does not reference or handle the early_data extension according to the spec's condition. Therefore, this function does not address the specified RFC constraint.",success,
8327,ssl_add_clienthello_tlsext_inner,"Implementations MUST NOT use the Truncated HMAC extension, defined in Section 7 of [RFC6066], as it is not applicable to AEAD algorithms and has been shown to be insecure in some scenarios.",399,Does Not Match,[],"The provided RFC specification requires that implementations MUST NOT use the Truncated HMAC extension. A review of the function shows that it deals with building ClientHelloInner messages, handling extension encoding, and managing GREASE and compression aspects. However, there is no implementation or check related to the Truncated HMAC extension anywhere in this function. Since no part of its logic addresses this specific RFC constraint, the function does not visibly implement the requirement.",success,
8327,ssl_add_clienthello_tlsext_inner,"The client MAY use this PSK for future handshakes by including the ticket value in the ""pre_shared_key"" extension in its ClientHello (Section 4.2.11).",239,Fully Matches,"[{'A1': {'code': 'const size_t len_before = CBB_len(&extensions);\nif (!ext_pre_shared_key_add_clienthello(hs, &extensions, out_needs_psk_binder, ssl_client_hello_inner) ||\n    !CBB_add_bytes(&extensions_encoded, CBB_data(&extensions) + len_before,\n                   CBB_len(&extensions) - len_before) ||\n    !CBB_flush(out) ||\n    !CBB_flush(out_encoded)) {\n  return false;\n}', 'explanation': 'This code block ensures that the pre_shared_key (PSK) extension is added last in the ClientHello message. By invoking ext_pre_shared_key_add_clienthello and then appending its output after all other extensions, the function directly implements the requirement from the RFC that the client MAY include the ticket value (PSK) in the ClientHello message.'}}]","The function constructs the ClientHelloInner message by adding various TLS extensions and explicitly ensures that the PSK extension is appended at the end, as mandated by the RFC specification. The implementation directly embeds the action of adding the pre_shared_key extension at the last position, satisfying the key requirement given in the RFC that the client may use this PSK in future handshakes by including the ticket value in the pre_shared_key extension.",success,
8327,ssl_add_clienthello_tlsext_inner,"When multiple extensions of different types are present, the extensions MAY appear in any order, with the exception of ""pre_shared_key"" (Section 4.2.11) which MUST be the last extension in the ClientHello (but can appear anywhere in the ServerHello extensions block).",62,Fully Matches,"[{'C1': {'code': '// The PSK extension must be last. It is never compressed. Note, if there is a\n// binder, the caller will need to update both ClientHelloInner and\n// EncodedClientHelloInner after computing it.\nconst size_t len_before = CBB_len(&extensions);\nif (!ext_pre_shared_key_add_clienthello(hs, &extensions, out_needs_psk_binder, ssl_client_hello_inner) ||\n    !CBB_add_bytes(&extensions_encoded, CBB_data(&extensions) + len_before, CBB_len(&extensions) - len_before) ||\n    !CBB_flush(out) ||\n    !CBB_flush(out_encoded)) {\n  return false;\n}', 'explanation': 'This segment ensures that the pre_shared_key extension is added strictly after all other extensions, thus enforcing the RFC requirement that the pre_shared_key must be last in the ClientHello.'}}]","The function implements the specific ordering constraint dictated by the RFC: while other extensions may be in any order, the pre_shared_key extension is appended last. The explicit comment and the subsequent code segment show that the pre_shared_key extension is handled separately at the end of the extensions list. This fulfills the labeled condition (C1) related to the pre_shared_key ordering requirement.",success,
8328,ssl_add_clienthello_tlsext,"The ""pre_shared_key"" extension MUST be the last extension in the ClientHello (this facilitates implementation as described below)",172,Fully Matches,"[{'C1': {'code': '  // The PSK extension must be last, including after the padding.\n  const size_t len_before = CBB_len(&extensions);\n  if (!ext_pre_shared_key_add_clienthello(hs, &extensions, out_needs_psk_binder, type)) {\n    OPENSSL_PUT_ERROR(SSL, ERR_R_INTERNAL_ERROR);\n    return false;\n  }\n  assert(psk_extension_len == CBB_len(&extensions) - len_before);', 'explanation': 'The code explicitly adds the pre_shared_key extension at the very end of the ClientHello extensions, after any other extensions (e.g., padding). This ensures that the pre_shared_key extension is the last extension, as required by the RFC.'}}]","The function contains logic that directly satisfies the specification constraint that the pre_shared_key extension must be the last extension in the ClientHello. By adding it after all other extensions (including any padding added), the implementation fully adheres to the RFC requirement.",success,
8328,ssl_add_clienthello_tlsext,"The server MUST NOT send a ""psk_key_exchange_modes"" extension.",140,Does Not Match,[],"The RFC specification requires that the server MUST NOT send a ""psk_key_exchange_modes"" extension. Upon inspection, the function only constructs the ClientHello message and processes various extensions (e.g., fake extensions for GREASE, padding, pre-shared key extensions), but it does not include any explicit logic to check for, prevent, or omit a ""psk_key_exchange_modes"" extension. There is no code segment that specifically addresses this requirement, therefore the function does not implement the specified RFC condition.",success,
8328,ssl_add_clienthello_tlsext,"A client MUST NOT include the ""early_data"" extension in its followup ClientHello.",148,Does Not Match,[],"The RFC specification requires that a client MUST NOT include the ""early_data"" extension in its followup ClientHello. In the provided function, there is no logic that checks for or prevents the inclusion of an early_data extension. The function adds various extensions such as padding extensions, GREASE extensions, and PSK extensions, but there is no indication of any condition or branch handling early_data, nor any exclusion of it in followup ClientHello messages. As a result, the code function does not address the RFC requirement.",success,
8328,ssl_add_clienthello_tlsext,"Implementations MUST NOT use the Truncated HMAC extension, defined in Section 7 of [RFC6066], as it is not applicable to AEAD algorithms and has been shown to be insecure in some scenarios.",399,Does Not Match,[],"The RFC specification requires that implementations MUST NOT use the Truncated HMAC extension. In reviewing the function_body, there is no visible logic that specifically detects, adds, or excludes a truncated HMAC extension. The function instead manages various other TLS extensions (padding, GREASE, PSK, etc.) but does not contain any code that addresses the handling or prohibition of the truncated HMAC extension. Therefore, this function does not visibly implement the specified RFC constraint.",success,
8328,ssl_add_clienthello_tlsext,"The client MAY use this PSK for future handshakes by including the ticket value in the ""pre_shared_key"" extension in its ClientHello (Section 4.2.11).",239,Fully Matches,"[{'A1': {'code': '  // The PSK extension must be last, including after the padding.\n  const size_t len_before = CBB_len(&extensions);\n  if (!ext_pre_shared_key_add_clienthello(hs, &extensions, out_needs_psk_binder, type)) {\n    OPENSSL_PUT_ERROR(SSL, ERR_R_INTERNAL_ERROR);\n    return false;\n  }\n  assert(psk_extension_len == CBB_len(&extensions) - len_before);', 'explanation': 'This code block appends the pre_shared_key extension at the very end of the ClientHello message. It ensures that the PSK (potentially containing the ticket for future handshakes) is included as mandated by the RFC (Section 4.2.11), satisfying the requirement that the client MAY use this PSK in subsequent handshakes.'}}]","The function 'ssl_add_clienthello_tlsext' builds the ClientHello message and clearly includes logic to add the pre_shared_key extension last. By doing so, it directly addresses the RFC specification stating that the client may include the ticket value in the 'pre_shared_key' extension for future handshakes. All the required action is implemented within the function body without relying on external dependencies for this specific behavior.",success,
8328,ssl_add_clienthello_tlsext,"When multiple extensions of different types are present, the extensions MAY appear in any order, with the exception of ""pre_shared_key"" (Section 4.2.11) which MUST be the last extension in the ClientHello (but can appear anywhere in the ServerHello extensions block).",62,Fully Matches,"[{'C1': {'code': '  // The PSK extension must be last, including after the padding.\n  const size_t len_before = CBB_len(&extensions);\n  if (!ext_pre_shared_key_add_clienthello(hs, &extensions, out_needs_psk_binder, type)) {\n    OPENSSL_PUT_ERROR(SSL, ERR_R_INTERNAL_ERROR);\n    return false;\n  }\n  assert(psk_extension_len == CBB_len(&extensions) - len_before);', 'explanation': 'This block ensures that the pre_shared_key (PSK) extension is always added after all other extensions (including any padding extension), thus enforcing the RFC requirement that the pre_shared_key extension MUST be the last extension in a ClientHello message.'}}]","The code in function_body explicitly guarantees that the PSK extension is appended last by adding it after all other extensions have been processed. This directly implements the spec constraint that while other extensions may appear in any order, the pre_shared_key extension must appear last in the ClientHello, thereby fully matching the specified requirement.",success,
8328,ssl_add_clienthello_tlsext,They MUST NOT be offered or negotiated by any implementation.,100,Does Not Match,[],"The provided function (ssl_add_clienthello_tlsext) is concerned with constructing TLS ClientHello messages, handling TLS extensions, GREASE, padding, and PSK binder logic. It does not contain any logic for evaluating the If-Match header field or taking any action based on that evaluation, as specified in the RFC spec context provided (e.g., the conditional behavior when ""*"" or a list of entity tags is received). There is no visible code addressing the RFC requirement nor any conditions or actions (like C1 or A1) from the provided spec constraints. Therefore, the function does not implement any part of the stated RFC requirement.",success,
8329,ssl_add_serverhello_tlsext,"TLS 1.3 servers MUST NOT act upon its presence or information in it when processing ClientHello messages; in particular, they MUST NOT send the status_request_v2 extension in the EncryptedExtensions, CertificateRequest, or Certificate messages.",200,Does Not Match,[],"The RFC requires that TLS 1.3 servers must not act upon the status_request_v2 extension in certain messages, specifically not sending it in EncryptedExtensions, CertificateRequest, or Certificate messages. In the provided function, there is a loop that adds all received extensions without any filtering logic to omit the status_request_v2 extension for TLS 1.3. The only TLS 1.3-specific logic (discarding empty extensions blocks) does not address the requirement to ignore or not send the status_request_v2 extension. Therefore, this function does not visibly implement any of the conditions or actions specified in the RFC constraints.",success,
8329,ssl_add_serverhello_tlsext,The OpenPGP certificate type [RFC6091] MUST NOT be used with TLS 1.3.,197,Does Not Match,[],"The RFC specification requires that the OpenPGP certificate type MUST NOT be used with TLS 1.3. In the code provided, no logic is present that checks the certificate type or its incompatibility with TLS 1.3. The function only iterates over server hello extensions and discards empty ones for TLS versions earlier than TLS 1.3. There is no conditional or handling that enforces the restriction outlined in the RFC specification. Therefore, the function does not visibly address the specific requirement.",success,
8329,ssl_add_serverhello_tlsext,"In particular, it MUST NOT negotiate TLS 1.3.",14,Does Not Match,[],"The RFC specification requires that the implementation must not negotiate TLS 1.3. In the provided function, there is no code that actively prevents TLS 1.3 from being negotiated. The only version-related check is a condition that discards empty extension blocks for protocol versions less than TLS1_3_VERSION. This check does not constitute any logic that prohibits TLS 1.3. Since the function itself does not implement any code to enforce the TLS 1.3 prohibition, it does not address the specified RFC constraint.",success,
8330,ssl_scan_clienthello_tlsext,"TLS 1.3 servers MUST NOT act upon its presence or information in it when processing ClientHello messages; in particular, they MUST NOT send the status_request_v2 extension in the EncryptedExtensions, CertificateRequest, or Certificate messages.",200,Does Not Match,[],"The provided function processes client hello extensions generically by iterating over all received extensions and invoking a parse callback for each. There is no specific logic within the function to ignore or avoid acting upon the status_request_v2 extension as required by the RFC for TLS 1.3 servers. Thus, none of the spec constraints (such as not sending the status_request_v2 extension) are visibly implemented in this function.",success,
8330,ssl_scan_clienthello_tlsext,"Implementations MUST NOT use the Truncated HMAC extension, defined in Section 7 of [RFC6066], as it is not applicable to AEAD algorithms and has been shown to be insecure in some scenarios.",399,Does Not Match,[],"The provided function scans and processes TLS extensions from the ClientHello message but does not include any logic that explicitly checks for or disallows the use of the Truncated HMAC extension as mandated by the RFC specification. There is no code that inspects for a truncated HMAC extension type (or any related rejection logic) within the function_body. Therefore, the function does not visibly address the RFC requirement to not use the Truncated HMAC extension.",success,
8330,ssl_scan_clienthello_tlsext,"Peers which receive a message which cannot be parsed according to the syntax (e.g., have a length extending beyond the message boundary or contain an out-of-range length) MUST terminate the connection with a ""decode_error"" alert",311,Fully Matches,"[{'C1': {'code': 'if (!CBS_get_u16(&extensions, &type) ||\n        !CBS_get_u16_length_prefixed(&extensions, &extension)) {\n      *out_alert = SSL_AD_DECODE_ERROR;\n      return false;\n    }', 'explanation': 'This code checks that the message is parsed correctly (e.g., that the remaining bytes are sufficient for the u16 value and the length‐prefixed data). If not, it sets the decode error alert, directly implementing the condition that a syntactically invalid message (e.g., one with lengths beyond the boundary) must cause a decode error.'}}, {'A1': {'code': '*out_alert = SSL_AD_DECODE_ERROR;\nreturn false;', 'explanation': 'By setting the out_alert to decode_error and returning false, the function effectively terminates processing, which corresponds to terminating the connection as required by the specification when a malformed message is detected.'}}]","The function 'ssl_scan_clienthello_tlsext' processes TLS ClientHello extensions and explicitly checks for parsing errors such as length overflows or improperly formatted data. When such an error is detected, it sets the alert to SSL_AD_DECODE_ERROR and returns false, thereby enforcing the behavior described in the RFC specification (i.e., terminating the connection with a decode_error alert). The implementation in this function fully handles these constraints in its own logic without relying on external dependencies.",success,
8330,ssl_scan_clienthello_tlsext,"If not, then it MUST abort the handshake with a ""decode_error"" alert.",27,Fully Matches,"[{'A1': {'code': 'if (!CBS_get_u16(&extensions, &type) ||\n    !CBS_get_u16_length_prefixed(&extensions, &extension)) {\n  *out_alert = SSL_AD_DECODE_ERROR;\n  return false;\n}', 'explanation': ""This code segment checks for errors in decoding extension fields. If the decoding fails, it sets the alert to SSL_AD_DECODE_ERROR and aborts the handshake, which directly implements the requirement that the handshake MUST be aborted with a 'decode_error' alert when decoding does not succeed.""}}]","The provided function explicitly checks for decoding errors when processing client hello extensions. Upon failure to decode an extension, the function sets the 'out_alert' to SSL_AD_DECODE_ERROR and returns false, thereby aborting the handshake. This directly fulfills the specified RFC requirement that mandates aborting the handshake with a 'decode_error' alert if decoding fails.",success,
8330,ssl_scan_clienthello_tlsext,"Clients MUST NOT act upon any information found in ""supported_groups"" prior to successful completion of the handshake but MAY use the information learned from a successfully completed handshake to change what groups they use in their ""key_share"" extension in subsequent connections.",116,Does Not Match,[],"The provided function, ssl_scan_clienthello_tlsext, is solely responsible for parsing and processing TLS client hello extensions and does not contain any logic to enforce or check the specific RFC behavior regarding acting on 'supported_groups' data before handshake completion, nor does it address HTTP header (If-Unmodified-Since) evaluation. Therefore, none of the labeled conditions (such as C1) or actions (such as A1) as described in the spec constraints are visibly implemented within this function.",success,
8330,ssl_scan_clienthello_tlsext,-TLS 1.2 ClientHellos MAY omit this extension.,99,Does Not Match,[],"The provided code function is responsible for scanning and processing TLS ClientHello extensions. The RFC specification under review states that “TLS 1.2 ClientHellos MAY omit this extension,” which is not explicitly addressed within this function since it does not contain any logic specifically intended to enforce or account for the omission of a particular extension described in the spec. In addition, the additional context regarding the If-Match header evaluation and conditional responses (412 vs 2xx) is related to HTTP header processing and is not implemented in this TLS ClientHello scanning logic. As a result, no section of the function’s code directly corresponds to any labeled spec constraints or actions.",success,
8331,ssl_parse_clienthello_tlsext,"Peers which receive a message which cannot be parsed according to the syntax (e.g., have a length extending beyond the message boundary or contain an out-of-range length) MUST terminate the connection with a ""decode_error"" alert",311,Fully Matches,"[{'C1': {'code': 'if (!ssl_scan_clienthello_tlsext(hs, client_hello, &alert)) {', 'explanation': 'This conditional checks for parsing errors in the client hello extensions, fulfilling the condition where a message cannot be parsed.'}}, {'A1': {'code': 'ssl_send_alert(ssl, SSL3_AL_FATAL, alert);', 'explanation': ""On detecting a parsing error, this line sends the 'decode_error' alert and terminates the connection, directly implementing the required action.""}}]","The function first attempts to parse the client hello's TLS extensions. If parsing fails (indicating a violation of the syntax as described in the RFC), it sends a fatal alert with a decode_error alert code and then terminates processing by returning false. This directly corresponds to the RFC requirement to terminate the connection with a 'decode_error' alert when a message cannot be parsed.",success,
8331,ssl_parse_clienthello_tlsext,"TLS 1.3 servers MUST NOT act upon its presence or information in it when processing ClientHello messages; in particular, they MUST NOT send the status_request_v2 extension in the EncryptedExtensions, CertificateRequest, or Certificate messages.",200,Does Not Match,[],"The provided function does not contain any visible logic that addresses the TLS 1.3 requirement that servers must NOT act upon or send the status_request_v2 extension. The function only calls ssl_scan_clienthello_tlsext and ssl_check_clienthello_tlsext and does not include any code segments that check for or prevent the processing or sending of the status_request_v2 extension in any TLS 1.3 messages. Hence, no labeled condition (such as C1) or action (such as A1) from the spec constraints is directly implemented in this function.",success,
8331,ssl_parse_clienthello_tlsext,"If not, then it MUST abort the handshake with a ""decode_error"" alert.",27,Partially Matches,"[{'C1': {'code': 'if (!ssl_scan_clienthello_tlsext(hs, client_hello, &alert)) {\n    ssl_send_alert(ssl, SSL3_AL_FATAL, alert);\n    return false;\n}', 'explanation': ""This branch checks for a failure (i.e. TLSEXT parsing error) and, if encountered, aborts the handshake by sending an alert with the value SSL_AD_DECODE_ERROR. This directly implements the spec requirement that on error the handshake MUST be aborted with a 'decode_error' alert.""}}]","The provided function implements part of the specification by checking a condition (via ssl_scan_clienthello_tlsext) and aborting the handshake with a decode_error alert when the condition fails. However, the full HTTP RFC context—including aspects like case-insensitive protocol matching and proper ordering of protocol names for Upgrade header fields—is not handled in this function. Therefore, while the relevant abort-on-error mechanism is correctly implemented (meeting condition C1), other aspects of the broader spec are not addressed within the function itself, resulting in a partial match.",success,
8332,ssl_scan_serverhello_tlsext,"Implementations MUST NOT use the Truncated HMAC extension, defined in Section 7 of [RFC6066], as it is not applicable to AEAD algorithms and has been shown to be insecure in some scenarios.",399,Does Not Match,[],"The RFC specification requires that implementations must not use the Truncated HMAC extension. However, the provided function only scans, validates, and parses TLS extensions in a generic manner without any explicit handling to reject or check for the Truncated HMAC extension. There is no code segment that explicitly prevents or disallows the use of the Truncated HMAC extension. Therefore, within the function_body, there is no visible logic that addresses the specific specification requirement.",success,
8332,ssl_scan_serverhello_tlsext,"Peers which receive a message which cannot be parsed according to the syntax (e.g., have a length extending beyond the message boundary or contain an out-of-range length) MUST terminate the connection with a ""decode_error"" alert",311,Fully Matches,"[{'C1': {'code': 'if (!CBS_get_u16(&extensions, &type) ||\n        !CBS_get_u16_length_prefixed(&extensions, &extension)) {\n      *out_alert = SSL_AD_DECODE_ERROR;\n      return false;\n    }', 'explanation': ""This segment checks that the next extension is correctly parsed. If parsing fails—whether due to an incorrect length or an overrun—the function immediately sets the out_alert to SSL_AD_DECODE_ERROR and returns false, in line with the RFC's requirement to terminate the connection on a decode error.""}}, {'A1': {'code': '*out_alert = SSL_AD_DECODE_ERROR;', 'explanation': ""Throughout the function, any failure in parsing (including duplicate extensions or errors returned by individual extension parsers) results in setting the out_alert to SSL_AD_DECODE_ERROR. This ensures that the connection is terminated with the required 'decode_error' alert upon detecting a malformed message.""}}]","The function 'ssl_scan_serverhello_tlsext' implements robustness by inspecting the TLS extensions for correct formatting. In cases where the message cannot be properly parsed (for example, an improperly prefixed length or a duplicate extension), the function sets the 'out_alert' variable to SSL_AD_DECODE_ERROR and returns false. This direct handling of parse errors corresponds with the RFC specification, which mandates that peers receiving unparseable messages must terminate the connection with a decode_error alert. Therefore, the function fully meets the specified conditions and actions solely through its internal logic.",success,
8332,ssl_scan_serverhello_tlsext,There MUST NOT be more than one extension of the same type in a given extension block.,63,Fully Matches,"[{'C1': {'code': 'if (!tls1_check_duplicate_extensions(&extensions)) {\n    *out_alert = SSL_AD_DECODE_ERROR;\n    return false;\n}', 'explanation': 'This code segment directly checks for duplicate extensions using tls1_check_duplicate_extensions. If duplicates are found, it triggers an error, which implements the RFC requirement that there must not be more than one extension of the same type in an extension block.'}}]","The function begins by invoking tls1_check_duplicate_extensions to verify that no duplicates exist in the provided extension block, and if duplicates are detected, it returns an error. This directly enforces the specified RFC condition, fulfilling the constraint within the function's own code.",success,
8332,ssl_scan_serverhello_tlsext,"When multiple extensions of different types are present, the extensions MAY appear in any order, with the exception of ""pre_shared_key"" (Section 4.2.11) which MUST be the last extension in the ClientHello (but can appear anywhere in the ServerHello extensions block).",62,Does Not Match,[],"The provided code function (ssl_scan_serverhello_tlsext) is designed to process extensions in a ServerHello message. The RFC spec requires that in a ClientHello the ""pre_shared_key"" extension must be the last extension, while allowing any order in a ServerHello. Since the function is processing ServerHello and does not enforce any ordering (nor does it check for the special case for pre_shared_key in a ClientHello), it does not address the RFC condition regarding the ordering of extensions in a ClientHello. Furthermore, the additional HTTP HEAD method context is not applicable here. Therefore, no logic within this function fully implements either of the specified constraints (neither ordering in ClientHello nor HTTP HEAD handling), and the outcome is 'Does Not Match'.",success,
